statement,timestamp,link
Daily Market Recap for 04/03/2021: Precious Metals Under Pressure^ Oil Stable^ Dollar Gaining Strength,Mar-04,https://vantagepointtrading.com/news/daily-market-recap-for-04-03-2021-precious-metals-under-pressure-oil-stable-dollar-gaining-strength/
Nasdaq losses accelerate,Mar-03,http://feedproxy.google.com/~r/FallondStockPicks/~3/OtCfXHk8HRo/nasdaq-losses-accelerate.html
Wednesday links: safe to say,Mar-03,http://feedproxy.google.com/~r/abnormalreturns/~3/WohgvGuihVs/
Personal finance links: your future financial needs,Mar-03,http://feedproxy.google.com/~r/abnormalreturns/~3/4I4WAoahqZA/
Will Global Equities Rally Continue in March?,Mar-03,https://vantagepointtrading.com/news/will-global-equities-rally-continue-in-march/
SPAC Week Continues…Bigger^ Louder^ Faster…The SPAC Locomotive Continues…For Now,Mar-03,https://howardlindzon.com/spac-week-continues-bigger-louder-faster-the-spac-locomotive-continues-for-now/
Daily Market Recap for 03/03/2021: Stocks Mixed^ Dollar Down^ AUD Pairs Recover the Lost Ground,Mar-03,https://vantagepointtrading.com/news/daily-market-recap-for-03-03-2021-stocks-mixed-dollar-down-aud-pairs-recover-the-lost-ground/
SPAC Week Continues…Why We Launched A SPAC,Mar-02,https://howardlindzon.com/spac-week-continues-why-we-launched-a-spac/
Bitcoin Far from an Eco-Friendly Cryptocurrency,Mar-02,https://vantagepointtrading.com/news/bitcoin-far-from-an-eco-friendly-cryptocurrency/
Bear traps for S&P and Nasdaq?,Mar-01,http://feedproxy.google.com/~r/FallondStockPicks/~3/N7d15ayqam8/bear-traps-for-s-and-nasdaq.html
Momemtum Monday – The Banks and Energy? and Joe Fahmy Is Our Special Guest,Mar-01,https://howardlindzon.com/momemtum-monday-the-banks-and-energy/
Support break for Nasdaq and S&P,Feb-28,http://feedproxy.google.com/~r/FallondStockPicks/~3/ew7kU-PC15I/support-break-for-nasdaq-and-s.html
SPAC Week On My Blog – Social Leverage Acquisition Corp …And Not Everyone Will Have A SPAC but Roger Fradin Has One!!,Feb-28,https://howardlindzon.com/spac-week-on-my-blog-social-leverage-acquisition-corp-and-not-everyone-will-have-a-spac-but-roger-fradin-has-one/
Three Ways To Improve Your Trading--And Your Trading Psychology,Feb-27,http://traderfeed.blogspot.com/2021/02/three-ways-to-improve-your-trading-and.html
The Myths of Green Energy,Feb-27,http://feedproxy.google.com/~r/dailyreckoning/~3/suC7g0J1rfc/
Saturday Reads…,Feb-27,https://howardlindzon.com/saturday-reads/
The Real Trade of the Decade?,Feb-26,http://feedproxy.google.com/~r/dailyreckoning/~3/d0XojHVKQw4/
Crypto – It Is Different This Time,Feb-26,https://howardlindzon.com/crypto-it-is-different-this-time/
Selling Intensifies,Feb-25,http://feedproxy.google.com/~r/FallondStockPicks/~3/8QFiqPTAy3w/selling-intensifies.html
The Beatings Will Continue,Feb-25,http://feedproxy.google.com/~r/dailyreckoning/~3/R5NFAanfSPY/
Sellers hit Nasdaq and S&P 50-day MAs,Feb-23,http://feedproxy.google.com/~r/FallondStockPicks/~3/kwV6gI_Kwdk/sellers-hit-nasdaq-and-s-50-day-mas.html
The Great Reset Is Here,Feb-22,http://feedproxy.google.com/~r/dailyreckoning/~3/NjFfJua8FxM/
Russell 2000 ends the week on a high,Feb-21,http://feedproxy.google.com/~r/FallondStockPicks/~3/_Tj3ljqGt2U/russell-2000-ends-week-on-high.html
How We Tranceform The Mindscape,Feb-21,http://traderfeed.blogspot.com/2021/02/how-we-tranceform-mindscape.html
COVID Will Fade^ BUT…,Feb-20,http://feedproxy.google.com/~r/dailyreckoning/~3/RnU8ahIs1rQ/
Low volume selling finds support,Feb-18,http://feedproxy.google.com/~r/FallondStockPicks/~3/pDt_QN0EDms/low-volume-selling-finds-support.html
Will the Truth Really Set You Free?,Feb-18,http://feedproxy.google.com/~r/dailyreckoning/~3/ZxQ06xNylKQ/
Light Selling,Feb-16,http://feedproxy.google.com/~r/FallondStockPicks/~3/0WpDOzm58NQ/light-selling.html
It’s a Game of Musical Chairs,Feb-16,http://feedproxy.google.com/~r/dailyreckoning/~3/dE5YNNcbtd0/
Buyers consume selling pressure,Feb-14,http://feedproxy.google.com/~r/FallondStockPicks/~3/LTjES1CleoY/buyers-consume-selling-pressure.html
